time,ts_utc,ts_et,open,high,low,close
1754367300,2025-08-05 04:15:00+00:00,2025-08-05 00:15:00,23340.25,23346.0,23336.25,23343.75
1754368200,2025-08-05 04:30:00+00:00,2025-08-05 00:30:00,23344.25,23349.5,23343.25,23348.0
1754369100,2025-08-05 04:45:00+00:00,2025-08-05 00:45:00,23347.75,23359.5,23347.25,23359.25
1754370000,2025-08-05 05:00:00+00:00,2025-08-05 01:00:00,23359.5,23363.5,23356.75,23359.5
1754370900,2025-08-05 05:15:00+00:00,2025-08-05 01:15:00,23359.0,23365.75,23351.5,23365.0
1754371800,2025-08-05 05:30:00+00:00,2025-08-05 01:30:00,23365.0,23368.0,23361.5,23364.25
1754372700,2025-08-05 05:45:00+00:00,2025-08-05 01:45:00,23364.25,23367.75,23360.75,23363.25
1754373600,2025-08-05 06:00:00+00:00,2025-08-05 02:00:00,23363.25,23370.5,23356.0,23369.5
1754374500,2025-08-05 06:15:00+00:00,2025-08-05 02:15:00,23369.75,23378.75,23363.25,23368.0
1754375400,2025-08-05 06:30:00+00:00,2025-08-05 02:30:00,23368.0,23392.25,23365.25,23385.5
1754376300,2025-08-05 06:45:00+00:00,2025-08-05 02:45:00,23386.0,23393.5,23383.25,23385.75
1754377200,2025-08-05 07:00:00+00:00,2025-08-05 03:00:00,23385.5,23397.25,23372.75,23376.25
1754378100,2025-08-05 07:15:00+00:00,2025-08-05 03:15:00,23376.5,23380.75,23354.5,23356.5
1754379000,2025-08-05 07:30:00+00:00,2025-08-05 03:30:00,23356.5,23363.75,23332.0,23349.5
1754379900,2025-08-05 07:45:00+00:00,2025-08-05 03:45:00,23349.25,23355.75,23322.5,23330.5
1754380800,2025-08-05 08:00:00+00:00,2025-08-05 04:00:00,23330.0,23339.75,23312.25,23315.75
1754381700,2025-08-05 08:15:00+00:00,2025-08-05 04:15:00,23315.5,23343.25,23313.5,23336.5
1754382600,2025-08-05 08:30:00+00:00,2025-08-05 04:30:00,23337.5,23338.75,23325.25,23327.0
1754383500,2025-08-05 08:45:00+00:00,2025-08-05 04:45:00,23327.5,23334.75,23327.25,23331.25
1754384400,2025-08-05 09:00:00+00:00,2025-08-05 05:00:00,23331.75,23341.5,23326.25,23332.75
1754385300,2025-08-05 09:15:00+00:00,2025-08-05 05:15:00,23332.5,23337.75,23328.0,23332.75
1754386200,2025-08-05 09:30:00+00:00,2025-08-05 05:30:00,23332.5,23350.5,23330.25,23341.25
1754387100,2025-08-05 09:45:00+00:00,2025-08-05 05:45:00,23341.75,23349.5,23336.5,23348.5
1754388000,2025-08-05 10:00:00+00:00,2025-08-05 06:00:00,23348.0,23370.75,23345.0,23363.75
1754388900,2025-08-05 10:15:00+00:00,2025-08-05 06:15:00,23364.25,23382.75,23361.0,23376.0
1754389800,2025-08-05 10:30:00+00:00,2025-08-05 06:30:00,23375.75,23381.75,23364.0,23380.25
1754390700,2025-08-05 10:45:00+00:00,2025-08-05 06:45:00,23380.25,23392.75,23376.5,23385.25
1754391600,2025-08-05 11:00:00+00:00,2025-08-05 07:00:00,23385.25,23394.0,23377.5,23388.0
1754392500,2025-08-05 11:15:00+00:00,2025-08-05 07:15:00,23388.0,23390.0,23371.75,23373.75
1754393400,2025-08-05 11:30:00+00:00,2025-08-05 07:30:00,23373.5,23385.5,23362.25,23383.5
1754394300,2025-08-05 11:45:00+00:00,2025-08-05 07:45:00,23383.75,23396.0,23377.0,23383.75
